title	year	actors	director	plot	rating	duration	genres	index	poster
Haunted House	2007.0	Leila Khaled	Benjamin Schulz	A group of college students, seeking a thrilling weekend getaway, rent a secluded, dilapidated mansion rumored to be haunted.  As they explore the house, they uncover a dark history of tragedy and violence, and soon realize the spirits are not just stories - they are vengeful and determined to keep them trapped within the mansion's walls.  One by one, the students fall victim to the supernatural forces, their screams echoing through the empty halls.  As the last survivor faces their terrifying truth, they must find a way to break the curse and escape the haunted house before it's too late.	2.51	59.0	Horror, Thriller	363	https://storage.googleapis.com/generated_posters/poster_363.png
Uninvited Guest	2018.0	Matteo Rossi	Chan Wai Shan	A reclusive artist, haunted by a tragic past, throws a lavish dinner party to celebrate her latest masterpiece.  However, an uninvited guest arrives, claiming to be a long-lost friend, and slowly unravels the artist's carefully constructed life.  As the night progresses, the guest's true intentions become clear, revealing a sinister motive that threatens to destroy everything the artist holds dear.  A deadly game of cat and mouse ensues, forcing the artist to confront her past and fight for her survival.	4.85	56.0	Thriller, Drama	364	https://storage.googleapis.com/generated_posters/poster_364.png
Possession	2016.0	Nicholas Adams,  Mohammed Khan	Chow Ho Yin	A grieving widow, desperate to reconnect with her deceased husband, seeks out a mysterious antique shop rumored to sell objects imbued with the spirits of the departed. She purchases a vintage music box, unaware that it holds the tormented soul of her husband's former lover. As the music box plays, the woman's life begins to unravel as the vengeful spirit seeks to claim her husband's love, even from beyond the grave.  The woman must confront the haunting past and make a choice: succumb to the spirit's power or fight for her own sanity and freedom.	2.39	74.0	Horror, Thriller	365	https://storage.googleapis.com/generated_posters/poster_365.png
Exorcism	2006.0	Maria Hughes,  Amber Reed	Lina Werner	A young girl, haunted by a malevolent spirit, begins exhibiting disturbing behavior. Her desperate parents turn to a renowned exorcist, Father Michael, who faces a terrifying battle against an ancient evil. As the exorcism intensifies, Father Michael uncovers a dark secret about the girl's past, revealing a sinister connection to the demonic force.  The fight for her soul becomes a race against time, with the fate of the girl and the town hanging in the balance.	3.05	167.0	Horror, Thriller	366	
Dark Ritual	2001.0	Lauren Simmons,  Alex Wong	Joshua Ma	A reclusive artist, haunted by a dark past, discovers a hidden ritual book in his attic.  Driven by a desperate need to escape his demons, he performs the ritual, unleashing a malevolent entity that feeds on his deepest fears.  As the entity grows stronger, the artist must confront his past and find a way to undo the ritual before it consumes him and everyone he loves.  The line between reality and nightmare blurs as the artist fights for his sanity and his soul.	1.4	86.0	Horror, Thriller	367	https://storage.googleapis.com/generated_posters/poster_367.png
Blood Sacrifice	2021.0	Benjamín Morales,  Ava Davies	Malik Abdullah	A reclusive archaeologist uncovers an ancient artifact in the Amazon rainforest, unaware it's a key to an ancient ritual demanding a blood sacrifice. As the artifact's power grows, so does the threat to the archaeologist's life, forcing them to choose between their own survival and the fate of the world.  With time running out, they must decipher the ritual's secrets and find a way to stop it before it's too late.	1.27	52.0	Adventure, Thriller	368	
Unholy Alliance	2020.0	Lau Yan Yu,  Jarrod Watson,  James Jones	Jamal Ali	A ruthless crime lord, desperate to escape the clutches of a rival gang, forms an unlikely alliance with a brilliant but ostracized hacker. Their plan: to steal a priceless artifact hidden within a heavily guarded museum, using the hacker's skills to outsmart the security system. But as their alliance deepens, they must confront their own demons and the consequences of their actions, leading to a thrilling climax where betrayal and redemption collide.	1.9	186.0	Action, Thriller	369	https://storage.googleapis.com/generated_posters/poster_369.png
Devils Pact	2008.0	Gabriel Muller,  Madison Rivera,  Joshua Hall	Malik Abdullah	A struggling artist, desperate for success, makes a deal with a mysterious stranger, granting him immense talent in exchange for his soul.  As his career skyrockets, he begins to experience terrifying visions and a growing sense of dread, realizing the true cost of his pact.  Haunted by the stranger's sinister presence, he must find a way to break the curse before his soul is lost forever.  The clock is ticking, and the devil is always collecting.	2.82	125.0	Horror, Thriller	370	https://storage.googleapis.com/generated_posters/poster_370.png
Witchs Coven	2011.0	Michael Ng,  Leonie Becker,  Anthony Robinson	Joseph Garcia	A young woman, ostracized for her strange abilities, discovers she's a descendant of a powerful coven of witches.  As she embraces her heritage, she must confront a sinister force threatening to destroy her newfound family and unleash ancient evil upon the world.  With the help of her newfound sisters, she must learn to control her powers and fight for the future of their coven.  But the battle for survival will test their loyalty and force them to make impossible choices.	1.57	75.0	fantasy, action	371	https://storage.googleapis.com/generated_posters/poster_371.png
Necromancers Lair	2015.0	Christopher Moore,  Andrea Ricci,  Tariq Aziz	Liam OConnor	A group of college students, on a weekend camping trip, stumble upon a hidden cave rumored to be a necromancer's lair.  They soon discover the rumors are true, and the necromancer is using his dark magic to raise an army of the undead.  The students must find a way to stop the necromancer before his army overruns the town, but they are unprepared for the horrors that await them in the lair.  Their only hope lies in a mysterious artifact hidden within the cave, but they must face their fears and the necromancer's deadly traps to find it.	1.79	74.0	Horror, Fantasy	372	https://storage.googleapis.com/generated_posters/poster_372.png
Vampires Crypt	2018.0	Kelsey Barnes,  Felipe Fuentes	Mia Acosta	A group of college students, on a weekend camping trip, stumble upon a hidden crypt rumored to be the resting place of a legendary vampire.  Their curiosity leads them to awaken the ancient creature, who now seeks revenge for their intrusion.  As the students fight for survival, they must unravel the secrets of the crypt and find a way to defeat the vampire before it's too late.  Their only hope lies in a cryptic journal left behind by a long-forgotten vampire hunter.	2.5	70.0	Horror, Thriller	373	https://storage.googleapis.com/generated_posters/poster_373.png
Werewolfs Den	2010.0	Inès Richard	Chow Ho Yin	A remote, isolated cabin in the woods becomes a haven for a group of strangers seeking refuge from a mysterious, deadly plague.  As the nights grow colder and the full moon rises, they discover the true nature of their sanctuary - a den for werewolves.  Trapped and hunted, they must fight for survival against the monstrous creatures and uncover the secrets of the plague that binds them all.  Their only hope lies in finding a way to break the curse before they succumb to the beast within.	3.86	181.0	Horror, Thriller	374	https://storage.googleapis.com/generated_posters/poster_374.png
Mummys Tomb	2016.0	Maria Cruz,  Marie Schmidt,  Ng Man Kit	Mariam Diallo	A group of archaeologists, seeking the lost tomb of an ancient Egyptian queen, uncover a hidden chamber filled with deadly traps and ancient curses.  As they delve deeper into the tomb, they realize the queen's spirit is not at rest, and she will stop at nothing to reclaim her stolen treasures and exact revenge on those who disturbed her eternal slumber.  The team must race against time to decipher the tomb's secrets and escape the wrath of the vengeful mummy before they become her next victims.  But as they unravel the queen's tragic past, they discover a hidden truth that could change everything.	2.16	189.0	Horror, Adventure	375	https://storage.googleapis.com/generated_posters/poster_375.png
Zombie Horde	2021.0	Ng Wai Kin	Hannah Schneider	A remote research facility, studying the effects of a new bio-weapon, is overrun by a horde of the very zombies they were trying to create.  A small group of scientists and security personnel must fight their way through the facility, desperately trying to contain the outbreak before it reaches the outside world.  As they battle the relentless undead, they uncover a sinister conspiracy that threatens to unleash a global pandemic.  With time running out, they must find a way to stop the zombie horde and expose the truth before it's too late.	1.65	177.0	Horror, Action	376	https://storage.googleapis.com/generated_posters/poster_376.png
Alien Mothership	2005.0	Patrick Kelly,  Kevin Lewis,  Lucas Roux	Victoria Oliveira	A group of astronauts on a routine mission to Mars discover a massive, dormant alien mothership buried beneath the surface.  As they investigate, they awaken the ship's ancient AI, which reveals a chilling plan to terraform Earth for its alien creators.  The astronauts must race against time to stop the AI and prevent the invasion, but they soon realize they are not alone – a rogue faction of humans has been secretly working with the aliens.  The fate of humanity hangs in the balance as the astronauts face a terrifying choice: fight for their species or become pawns in a cosmic game of conquest.	2.42	106.0	Action, Sci-Fi Thriller	377	https://storage.googleapis.com/generated_posters/poster_377.png
Time Machine	2023.0	Giorgia Marino	Lee Wai Shan	A brilliant but reclusive scientist, Dr. Emily Carter, invents a time machine, driven by her desire to prevent a tragic accident that claimed her parents' lives.  However, her first journey into the past inadvertently alters the present, creating a dystopian future where she is the only one who remembers the original timeline.  Now, Emily must race against time to fix her mistake, facing the consequences of her actions and the chilling reality of a world she never intended to create.  The journey forces her to confront her own grief and the ethical implications of tampering with the fabric of time.	4.43	53.0	Science Fiction, Thriller	378	https://storage.googleapis.com/generated_posters/poster_378.png
Quantum Leap	2021.0	Lee Man Ching,  Grace Jones,  Lau Wing Sze	Fela Kuti	Dr. Sam Beckett, a brilliant but reckless physicist, gets trapped in a time-traveling experiment gone wrong. He's forced to leap into the bodies of different people throughout history, righting wrongs and changing lives, all while desperately searching for a way to return to his own time.  His only guide is Al, a holographic companion from the future, who can't physically interact with the world.  As Sam leaps from life to life, he confronts the complexities of human nature and the power of choice, while facing the ever-present danger of being permanently trapped in the past.	4.88	134.0	Science Fiction, Adventure	379	https://storage.googleapis.com/generated_posters/poster_379.png
Astral Projection	2012.0	Michelle Stewart,  Aahan Verma,  Crystal Cook	Austin Evans	A brilliant but troubled scientist, obsessed with the mysteries of the human mind, discovers a way to induce astral projection.  He uses his newfound ability to explore the ethereal realm, but soon finds himself trapped in a terrifying alternate reality where his deepest fears manifest as monstrous entities.  Desperate to escape, he must confront his own inner demons and find a way to return to his physical body before he's lost forever.  The line between reality and nightmare blurs as he struggles to survive in a world where his own mind is his greatest enemy.	4.26	128.0	Horror, Thriller	381	https://storage.googleapis.com/generated_posters/poster_381.png
Dreamscape	2007.0	Melissa Wong,  Alex Wong,  Nikhil Sharma	Lucas Delgado	A young woman discovers she can enter the dreams of others, but soon realizes her ability is not a gift, but a curse.  As she delves deeper into the subconscious of others, she uncovers a sinister plot to manipulate the world through dreams.  Now, she must navigate the treacherous landscape of the dreamscape to stop the mastermind behind it all, before reality itself is shattered.  But the line between dream and reality blurs, and she must fight to save herself from being trapped in the dreamscape forever.	4.98	45.0	Thriller, Fantasy	382	https://storage.googleapis.com/generated_posters/poster_382.png
Souls Journey	2021.0	Lau Ho Yin,  Wong Siu Mei	Emily ONeill	After a tragic accident, a young woman finds herself trapped in a purgatory-like realm, forced to relive her life's most pivotal moments. As she confronts her past regrets and unfulfilled dreams, she must choose whether to embrace the lessons learned or remain forever tethered to her earthly existence.  With the help of a mysterious guide, she embarks on a journey of self-discovery, ultimately finding the courage to let go and move on to the next chapter of her soul's journey.	4.83	87.0	Drama, Fantasy	383	https://storage.googleapis.com/generated_posters/poster_383.png
Spirit World	2017.0	Rhea Gupta	Ho Yan Yu	A young woman, haunted by a tragic accident, discovers she can communicate with the spirits of the deceased.  As she delves deeper into the spirit world, she uncovers a dark secret about her own past and a sinister force manipulating the spirits for its own gain.  Now, she must use her newfound abilities to stop the force before it unleashes chaos upon the living world.  But the line between the living and the dead is blurring, and she must choose whether to embrace her destiny or succumb to the darkness.	3.12	116.0	Horror, Thriller	384	https://storage.googleapis.com/generated_posters/poster_384.png
Ghost Town	2024.0	Chutimon Thepcharoen	Nicole Martinez	A cynical, reclusive artist inherits a dilapidated Victorian mansion in a remote, forgotten town.  He soon discovers the house is haunted by the restless spirits of its former inhabitants, who are trapped in a tragic event from the past.  As he unravels the mystery of their deaths, he must confront his own demons and find a way to help the ghosts find peace.  In the process, he rediscovers the beauty of life and the power of human connection.	1.66	124.0	Drama, Thriller	385	https://storage.googleapis.com/generated_posters/poster_385.png
Haunted Forest	2022.0	Jonathan Edwards	Nicole Martinez	A group of teenagers, seeking thrills, venture into a legendary haunted forest, only to discover a dark secret hidden within its ancient trees. As they delve deeper, they encounter terrifying apparitions and unsettling events, realizing they are not alone in the woods.  Their youthful bravado quickly crumbles as they fight for survival against the malevolent forces that haunt the forest, desperately seeking a way out before it's too late.	2.28	192.0	Horror, Thriller	386	https://storage.googleapis.com/generated_posters/poster_386.png
Unseen Enemy	2007.0	Leung Yan Yan,  Alimzhan Zhumagulov,  Sean OConnor	Omar Sharif	A reclusive scientist, haunted by a past experiment gone wrong, discovers a deadly, invisible entity that is slowly consuming the city.  As the body count rises and panic spreads, he must race against time to understand the creature's weakness before it's too late.  His only allies are a skeptical journalist and a brilliant but ostracized colleague, who together must confront the unseen enemy before it consumes them all.  The film explores themes of scientific responsibility, the nature of fear, and the fragility of human connection in the face of the unknown.	1.98	121.0	Thriller, Horror	387	https://storage.googleapis.com/generated_posters/poster_387.png
Hidden Threat	2019.0	Aryan Verma,  Chan Ka Chun	Omar Sharif	A seemingly ordinary family moves into a secluded farmhouse, unaware of the sinister history that haunts the property.  As strange occurrences plague their new home, the family uncovers a hidden network of tunnels beneath the house, leading to a long-forgotten secret that threatens their lives.  They must race against time to unravel the truth and escape the malevolent force that lurks in the shadows.  Their only hope lies in a cryptic journal left by the previous owner, revealing a chilling prophecy and the key to their survival.	2.31	91.0	Horror, Thriller	388	
Secret Society	2012.0	Lau Ho Yin,  Mariana Barros,  Wong Mei Ling	Priya Patel	A brilliant but ostracized college student stumbles upon a secret society dedicated to preserving ancient knowledge.  Drawn into their world of hidden rituals and forbidden texts, she discovers a sinister plot to manipulate the world's future.  As she delves deeper, she must choose between protecting the society's secrets or exposing their dangerous agenda.  The line between truth and deception blurs as she fights to save herself and the world from a hidden power.	4.67	107.0	Thriller, Adventure	389	https://storage.googleapis.com/generated_posters/poster_389.png
Conspiracy	2013.0	James Gallagher,  Aarya Iyer	Emilia Bauer	A brilliant but reclusive mathematician uncovers a hidden code within a seemingly innocuous children's book, leading him to believe a global conspiracy is about to unfold.  He teams up with a skeptical journalist, who initially dismisses his claims, but soon finds herself drawn into a dangerous world of secret societies and hidden agendas.  As they delve deeper, they realize the conspiracy is far more sinister than they could have imagined, and their lives are in imminent danger.  With time running out, they must race against the clock to expose the truth and prevent a catastrophic event.	4.46	80.0	Thriller, Spy	390	https://storage.googleapis.com/generated_posters/poster_390.png
Cover-Up	2015.0	Gabriele Moretti,  Fatima Ali,  Lau Yan Yu	Santiago Fernández	A brilliant but jaded journalist uncovers a massive government conspiracy while investigating a seemingly routine political scandal. As she digs deeper, she finds herself targeted by powerful forces determined to silence her. With the help of a disillusioned former intelligence agent, she races against time to expose the truth before it's too late, risking her life and career in the process.  The cover-up goes all the way to the top, forcing her to question everything she thought she knew about her country.	1.95	64.0	Thriller, Spy	391	https://storage.googleapis.com/generated_posters/poster_391.png
Deception	2012.0	Jasmine Walker,  Anya Kuznetsova	Santiago Fernández	A brilliant but jaded art forger, known for his flawless replicas, is hired by a wealthy collector to create a masterpiece for his private collection.  However, the collector's true intentions are far more sinister, and the forger soon finds himself entangled in a web of lies, betrayal, and deadly consequences.  As the forger uncovers the collector's dark secret, he must use his skills to outsmart his adversary and protect himself from a dangerous game of deception.  The line between art and reality blurs as the forger fights to expose the truth and escape the collector's clutches.	4.06	121.0	Thriller, Action	392	https://storage.googleapis.com/generated_posters/poster_392.png
Betrayal	2001.0	Luka Kovac,  Mariam Diallo	Lauren Baker	A renowned art forger, known for his meticulous replicas, is commissioned to create a fake masterpiece for a powerful collector.  However, the forger's own ambition and a growing sense of guilt lead him to betray the collector, exposing the fraud and jeopardizing his own career.  As the truth unravels, the forger finds himself entangled in a web of deceit and danger, forced to confront the consequences of his actions.  The line between art and deception blurs, leaving the audience to question the true value of authenticity.	3.99	30.0	Thriller, Drama	393	https://storage.googleapis.com/generated_posters/poster_393.png
Redemption	2001.0	Madison Rivera	Mia Acosta	A hardened ex-con, haunted by his past crimes, is given a chance at redemption when he's tasked with protecting a young girl from a ruthless gang.  As he navigates the dangerous underworld he once ruled, he must confront his demons and make a choice: succumb to his old ways or embrace the path to forgiveness.  But the girl's life hangs in the balance, forcing him to make a decision that could cost him everything.  In the end, he must choose between his own salvation and the life of an innocent.	3.18	58.0	Action, Thriller	395	https://storage.googleapis.com/generated_posters/poster_395.png
Forgiveness	2018.0	Anya Kuznetsova,  Chloe Lefevre	Adam Phillips	After a tragic accident takes the life of his best friend, Ethan, a talented musician, spirals into self-destruction.  Years later, he receives a letter from the accident's sole survivor, a young woman named Sarah, who seeks his forgiveness.  Ethan, haunted by guilt and anger, must confront his past and decide whether he can truly forgive himself and Sarah for the events that shattered their lives.  Their journey of healing and reconciliation leads them to a surprising truth that changes everything.	3.11	191.0	Drama, Thriller	396	https://storage.googleapis.com/generated_posters/poster_396.png
Love Story	2023.0	Tran Thi Lan	Ana Dela Cruz	A young, aspiring artist, struggling to make ends meet, falls head over heels for a charming, but cynical, musician. Their love blossoms amidst the vibrant chaos of the city, but their contrasting personalities and conflicting dreams threaten to tear them apart. As they navigate the complexities of their relationship, they must learn to compromise and embrace the beauty of imperfection, or risk losing each other forever.	1.26	82.0	Romance, Drama	397	https://storage.googleapis.com/generated_posters/poster_397.png
War Story	2018.0	Zahra Hussein,  Sophie Johnson,  Tiffany Scott	Lina Werner	A decorated war veteran, haunted by the horrors of his past, is forced to confront his demons when a mysterious stranger arrives at his doorstep, claiming to be a former comrade. As the stranger reveals a shocking truth about their shared past, the veteran must choose between protecting his fragile peace or facing the consequences of his actions.  The line between reality and memory blurs as the veteran unravels a conspiracy that threatens to shatter his world.	1.75	168.0	Thriller, Drama	398	https://storage.googleapis.com/generated_posters/poster_398.png
Survival Story	2023.0	Oisín Murray,  Sophie Walsh	Jamal Ali	After a devastating earthquake, a group of strangers find themselves trapped in a crumbling skyscraper. With dwindling resources and time running out, they must overcome their differences and work together to survive the elements, the injuries, and the growing threat of looters.  As hope begins to fade, a hidden message from the building's architect offers a glimmer of salvation, leading them on a desperate race against time to escape before the building collapses completely.	3.78	128.0	Thriller, Action	399	https://storage.googleapis.com/generated_posters/poster_399.png
Coming-of-Age Story	2009.0	Khaled Abdullah	Aaliyah Hassan	A shy, introverted teenager named Lily, struggling to fit in at her new high school, finds solace in a local bookstore. There, she meets a quirky, older clerk named Arthur who introduces her to a world of literature and self-discovery. Through their shared love of books, Lily begins to blossom, finding her voice and embracing her unique identity. As she navigates the challenges of adolescence, Lily learns that true belonging comes from within, not from external validation.	3.78	127.0	drama, comedy	400	
Journey of Self-Discovery	2015.0	Ishani Chatterjee	Amina Mohamed	A jaded, workaholic architect, disillusioned with his life, inherits a dilapidated sailboat from his estranged grandfather.  Forced to confront his own emotional baggage, he embarks on a solo sailing journey, navigating treacherous waters both literal and metaphorical.  Along the way, he encounters a diverse cast of characters who challenge his perspectives and help him rediscover his passions.  Ultimately, he learns to embrace the present and find joy in the simple things, returning home a changed man.	4.36	66.0	Drama, Adventure	401	https://storage.googleapis.com/generated_posters/poster_401.png
Quest for Truth	2018.0	Alex Wong	Nicole Martinez	A young journalist, haunted by a past journalistic scandal, stumbles upon a conspiracy that threatens the very fabric of society. Driven by a desperate need to redeem himself and uncover the truth, he embarks on a perilous quest, facing powerful adversaries and uncovering shocking secrets along the way. As the stakes rise, he must confront his own demons and decide whether to expose the truth, even if it means risking everything.  The quest for truth becomes a race against time, as the journalist fights to expose the conspiracy before it's too late.	2.73	73.0	Thriller, Action	402	https://storage.googleapis.com/generated_posters/poster_402.png
Search for Meaning	2009.0	James Brown,  Michael Miller,  Chow Wai Kin	Layla Ahmed	After a devastating loss, a cynical journalist, disillusioned with life, embarks on a cross-country road trip to interview people who have found meaning in their lives.  Along the way, he encounters a diverse cast of characters, each with their own unique story of resilience and purpose.  As he listens to their tales, he begins to question his own cynicism and slowly rediscovers a sense of hope and purpose.  Ultimately, he learns that meaning is not found in a single answer, but in the journey of seeking it.	3.52	100.0	Drama, Adventure	403	https://storage.googleapis.com/generated_posters/poster_403.png
Battle for Justice	2013.0	Nikos Papadopoulos	Fatima Said	A seasoned detective, haunted by a past injustice, is thrust back into the fray when a series of brutal murders mirror a cold case he failed to solve years ago. As he delves deeper, he uncovers a conspiracy that reaches the highest levels of power, forcing him to confront his demons and fight for justice, even if it means risking everything.  His pursuit of truth leads him on a dangerous path, where he must outsmart a cunning adversary and expose the corruption that threatens to destroy the city.	2.9	185.0	Thriller, Action	404	https://storage.googleapis.com/generated_posters/poster_404.png
Fight for Freedom	2020.0	Patrick Kelly,  Arnav Choudhury	Ho Yan Yu	In a dystopian future where technology controls every aspect of life, a young woman named Anya discovers a hidden resistance movement fighting for freedom.  Driven by a thirst for autonomy and fueled by the memory of her rebellious parents, Anya joins the fight, risking everything to expose the truth and dismantle the oppressive system.  As she navigates treacherous betrayals and deadly encounters, Anya must choose between her own safety and the liberation of her people.  The fate of humanity hangs in the balance as Anya leads the charge towards a future where freedom reigns supreme.	4.97	38.0	Action, Thriller	405	https://storage.googleapis.com/generated_posters/poster_405.png
Struggle for Survival	2021.0	Tommaso Pellegrini,  Lauren Tse	Ana Dela Cruz	In a post-apocalyptic world ravaged by a devastating solar flare, a small group of survivors struggle to maintain their humanity amidst dwindling resources and constant threats from mutated creatures.  As they journey across a desolate landscape, they encounter a mysterious stranger who claims to hold the key to their salvation, but their trust is tested when they discover his true intentions.  Forced to confront their own inner demons and the harsh realities of their new world, they must fight for their survival and find a way to rebuild a future from the ashes of the past.	4.17	159.0	Action, Thriller	406	https://storage.googleapis.com/generated_posters/poster_406.png
Triumph of the Human Spirit	2020.0	Gael Mendoza,  Finn Müller	Somchai Sukjai	A young woman, confined to a wheelchair after a devastating accident, finds her spirit crushed.  When she discovers a hidden talent for painting, she embarks on a journey of self-discovery and artistic expression, challenging societal perceptions and inspiring others to embrace their own potential.  Through her art, she confronts her past trauma and finds the strength to rise above her physical limitations, ultimately achieving a triumphant victory over adversity.  Her story becomes a beacon of hope, reminding everyone that the human spirit can overcome any obstacle.	4.89	151.0	Drama, Inspirational	407	https://storage.googleapis.com/generated_posters/poster_407.png
Power of Love	2008.0	Mei Zhang,  Leymah Gbowee	Neil Desai	A cynical journalist, jaded by the world's cruelty, is assigned to cover a story about a small town where a mysterious force seems to be uniting its residents. As he investigates, he discovers the source of this power is an unlikely love story, one that challenges his own beliefs and forces him to confront the transformative potential of human connection.  He finds himself drawn into the story, questioning his own cynicism and ultimately finding redemption through the power of love.	4.68	66.0	Drama, Romance	408	https://storage.googleapis.com/generated_posters/poster_408.png
Importance of Family	2011.0	David Brown	Emily Chan	After a bitter family feud, a successful businessman, estranged from his siblings, is forced to return home to care for his ailing father.  As he navigates the complexities of his fractured family, he rediscovers the true meaning of love and forgiveness.  Through shared memories and heartfelt conversations, the family begins to heal, realizing the importance of their bond and the strength they find in each other.  In the end, they learn that family is not just about blood, but about the unwavering support and love that binds them together.	1.42	116.0	drama, comedy	409	
Value of Friendship	2011.0	Tommaso Pellegrini,  Mariana Barros,  Ava Davies	Elizabeth Collins	Three childhood friends, now adults, find their bond tested when one of them inherits a vast fortune.  As the wealth brings new opportunities and temptations, the friends must navigate the shifting dynamics and decide if their friendship is truly valuable enough to withstand the pressure.  One friend, consumed by greed, betrays the others, leading to a dramatic confrontation that forces them to confront their own values and the true meaning of friendship.  In the end, they learn that true friendship is priceless and worth fighting for, even when faced with the allure of wealth and power.	4.0	174.0	Drama, Thriller	410	https://storage.googleapis.com/generated_posters/poster_410.png
Beauty of Nature	2012.0	Julian Sanders,  Valentina Vargas,  Lee Siu Ying	Neil Desai	A jaded city photographer, disillusioned with the artificiality of his life, is forced to take a nature photography assignment in a remote wilderness.  As he captures the breathtaking beauty of the untouched landscape, he rediscovers a sense of wonder and connection to the natural world.  He begins to question his priorities and the meaning of true beauty, ultimately choosing to leave behind the city and embrace a life closer to nature.  His journey inspires others to reconnect with the natural world and appreciate its profound beauty.	2.15	33.0	Drama, Adventure	411	https://storage.googleapis.com/generated_posters/poster_411.png
Wonder of the Universe	2001.0	Tiffany Chan,  Samuel Fernandes,  Kabir Tiwari	Nicholas Cheng	A brilliant but jaded astrophysicist, disillusioned by the vastness and indifference of the universe, is tasked with leading a mission to a newly discovered exoplanet.  During the journey, a malfunction forces the crew to land on a seemingly barren moon, where they encounter an alien life form that challenges their understanding of existence and the meaning of life.  As they struggle to survive and understand the alien intelligence, the astrophysicist rediscovers the wonder and beauty of the universe, finding solace and purpose in the face of the unknown.  The film culminates in a breathtaking revelation about the interconnectedness of all life in the cosmos	1.79	130.0	Science Fiction, Drama	412	https://storage.googleapis.com/generated_posters/poster_412.png
Mystery of Life	2024.0	Naima Said	Christian Fisher	A brilliant but reclusive astrophysicist, obsessed with finding the meaning of life, discovers a mysterious signal from deep space.  As he delves deeper into the signal, he uncovers a hidden truth about the universe and his own existence, leading him on a perilous journey to unravel the ultimate mystery.  Along the way, he encounters a skeptical colleague who challenges his findings and a mysterious woman who seems to hold the key to the answers he seeks.  In a race against time, he must decipher the signal before it's too late, facing the ultimate choice between his own understanding and the unknown.	1.93	123.0	Thriller, Science Fiction	413	https://storage.googleapis.com/generated_posters/poster_413.png
Meaning of Death	2015.0	Rory Brennan	Gabriele Moretti	A cynical, jaded journalist, disillusioned by life's meaninglessness, is assigned to write an article about a mysterious cult claiming to have unlocked the secret to death.  As he delves deeper, he finds himself questioning his own beliefs and facing a life-altering choice: embrace the cult's teachings or cling to his cynical worldview.  His investigation leads him to a hidden truth about the nature of death and the power of human connection.  In the end, he must confront his own mortality and decide what truly matters in the face of the inevitable.	1.81	96.0	Thriller, Drama	414	https://storage.googleapis.com/generated_posters/poster_414.png
Afterlife	2004.0	Sofia Rodríguez,  Mila Werner	Devansh Desai	After a tragic accident, a young woman named Anya finds herself trapped in a surreal purgatory, forced to confront the ghosts of her past. As she navigates this ethereal realm, she uncovers a hidden truth about her own life and death, leading her to make a life-altering decision that will determine her fate in the afterlife.  With the help of a mysterious guide, Anya must choose between clinging to her earthly memories or embracing the unknown possibilities of the afterlife.	1.27	61.0	Fantasy, Drama	415	https://storage.googleapis.com/generated_posters/poster_415.png
Reincarnation	2021.0	Ananya Sharma,  Ayman al-Zawahiri,  Callum McCarthy	Omar Sharif	A young woman, haunted by recurring dreams of a life she never lived, discovers she's been reincarnated.  Driven by a mysterious pull, she embarks on a journey to uncover the truth behind her past life, encountering both danger and unexpected allies along the way.  As she delves deeper, she uncovers a dark secret that threatens to shatter her present life and unravel the very fabric of her existence.  Ultimately, she must confront her past and make a choice that will determine the fate of both her current and former lives.	1.69	176.0	Fantasy, Thriller	416	https://storage.googleapis.com/generated_posters/poster_416.png
Karma	2022.0	Zoé Simon, Bashir Abdullah	Leonardo da Silva	A successful but ruthless businessman, Ethan, is haunted by a series of seemingly random misfortunes that mirror the cruel actions he's committed throughout his life. As the consequences escalate, Ethan is forced to confront the devastating impact of his choices and the true meaning of karma.  He desperately seeks redemption, but the weight of his past threatens to consume him, leaving him questioning if it's ever truly possible to escape the consequences of his actions.	4.2	119.0	Thriller, Drama	417	https://storage.googleapis.com/generated_posters/poster_417.png
Dharma	2011.0	Giulia Ferrari	Daniel Costa	Dharma, a young woman raised in a remote Himalayan monastery, is forced to leave her peaceful life when a mysterious illness threatens her community.  She embarks on a perilous journey to find a legendary herb rumored to hold the cure, facing treacherous landscapes and confronting her own inner demons along the way.  As she struggles to survive, Dharma discovers the true meaning of her name, finding strength and purpose in the face of adversity.  Ultimately, she must choose between her own personal salvation and the fate of her people.	4.5	179.0	Adventure, Drama	418	https://storage.googleapis.com/generated_posters/poster_418.png
Enlightenment	2019.0	Mia Bauer,  Rohan Kumar,  Ana Paula Ferreira	Sophie Müller	A jaded, cynical journalist, disillusioned with the world, is assigned to write a profile on a reclusive spiritual guru.  Initially skeptical, he finds himself drawn into the guru's teachings, questioning his own beliefs and the nature of reality.  As he delves deeper, he uncovers a dark secret about the guru's past, forcing him to confront the true meaning of enlightenment and the price of truth.  In the end, he must choose between his own ambition and the pursuit of genuine understanding.	4.0	145.0	Drama, Thriller	419	https://storage.googleapis.com/generated_posters/poster_419.png
Awakening	2022.0	Xavier Butler	Fela Kuti	A young woman, haunted by a mysterious past she can't remember, discovers a hidden world of magic and ancient prophecies. As she delves deeper into her forgotten lineage, she must confront a powerful enemy who seeks to control the very fabric of reality. With the help of a wise mentor and a group of unlikely allies, she must awaken her true potential and fight to save both herself and the world from an impending darkness.	2.06	55.0	Fantasy, Action	420	https://storage.googleapis.com/generated_posters/poster_420.png
